iso_code,continent,location,year,month,day,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,total_vaccinations_per_million,people_vaccincated_per_million,stringency_index,population_density,gdp_per_capita
LBY,Africa,Libya,2021,Apr,0,25099.228,1965.715,0,0,0,0,0,0,0,79.63,3.623,17881.509
LBY,Africa,Libya,2021,Jan,0,17264.742,2671.114,0,0,0,0,0,0,0,84.26,3.623,17881.509
LIE,Europe,Liechtenstein,2020,Mar,0,1783.045,1783.046,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2020,Apr,0,2150.143,367.097,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2020,May,0,2150.143,0,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2020,Jun,0,2150.143,0,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2020,Jul,0,2307.47,157.326,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2020,Aug,0,2805.674,498.203,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2020,Sep,0,3094.108,288.432,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2020,Oct,0,13975.929,10881.821,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2020,Nov,0,33300.994,19325.063,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2020,Dec,0,56008.601,22707.605,0,0,0,0,0,0,0,0,237.012,0
LIE,Europe,Liechtenstein,2021,Feb,0,67309.961,1940.373,0,0,1760,6.82,4.67,6.82,0.001,0,237.012,0
LIE,Europe,Liechtenstein,2021,Mar,0,70010.751,2700.792,0,0,3500,16,11.06,16,0.002,0,237.012,0
LIE,Europe,Liechtenstein,2021,Apr,0,74022.603,4011.854,0,0,2174,21.7,13.91,21.7,0.002,0,237.012,0
LIE,Europe,Liechtenstein,2021,Jan,0,65369.589,9360.99,0,0,841,2.21,2.21,2.21,0,0,237.012,0
LTU,Europe,Lithuania,2020,Feb,0,0.367,0.367,0,0,0,0,0,0,0,11.11,45.135,29524.265
LTU,Europe,Lithuania,2020,Mar,0,171.914,171.548,0,0,0,0,0,0,0,11.11,45.135,29524.265
LTU,Europe,Lithuania,2020,Apr,0,505.089,333.174,0,0,0,0,0,0,0,81.48,45.135,29524.265
LTU,Europe,Lithuania,2020,May,0,612.352,107.265,0,0,0,0,0,0,0,77.78,45.135,29524.265
LTU,Europe,Lithuania,2020,Jun,0,665.616,53.265,0,0,0,0,0,0,0,50.93,45.135,29524.265
LTU,Europe,Lithuania,2020,Jul,0,760.022,94.404,0,0,0,0,0,0,0,25.93,45.135,29524.265
LTU,Europe,Lithuania,2020,Aug,0,1065.279,305.255,0,0,0,0,0,0,0,28.7,45.135,29524.265
LTU,Europe,Lithuania,2020,Sep,0,1722.079,656.802,0,0,0,0,0,0,0,28.7,45.135,29524.265
LTU,Europe,Lithuania,2020,Oct,0,5442.107,3720.029,0,0,0,0,0,0,0,31.48,45.135,29524.265
LTU,Europe,Lithuania,2020,Nov,0,22521.839,17079.732,0,0,0,0,0,0,0,56.94,45.135,29524.265
LTU,Europe,Lithuania,2020,Dec,0,52145.417,29623.578,0,0,7331,0.36,0.36,0.36,0,57.41,45.135,29524.265
LTU,Europe,Lithuania,2021,Feb,0,73153.458,6098.537,0,0,134592,8.78,6.08,8.78,0.001,70.37,45.135,29524.265
LTU,Europe,Lithuania,2021,Mar,0,79388.647,6235.19,0,0,279526,19.05,12.92,19.05,0.002,66.67,45.135,29524.265
LTU,Europe,Lithuania,2021,Apr,0,86042.234,6653.586,0,0,254847,28.41,20.71,28.41,0.003,66.67,45.135,29524.265
LTU,Europe,Lithuania,2021,Jan,0,67054.918,14909.499,0,0,84391,3.46,2.65,3.46,0,74.07,45.135,29524.265
LUX,Europe,Luxembourg,2020,Feb,0,1.598,1.598,0,0,0,0,0,0,0,0,231.447,94277.965
LUX,Europe,Luxembourg,2020,Mar,0,3479.367,3477.771,0,0,0,0,0,0,0,0,231.447,94277.965
LUX,Europe,Luxembourg,2020,Apr,0,6044.96,2565.595,0,0,0,0,0,0,0,79.63,231.447,94277.965
LUX,Europe,Luxembourg,2020,May,0,6418.776,373.821,0,0,0,0,0,0,0,70.37,231.447,94277.965
LUX,Europe,Luxembourg,2020,Jun,0,6867.675,448.906,0,0,0,0,0,0,0,47.22,231.447,94277.965
LUX,Europe,Luxembourg,2020,Jul,0,10695.298,3827.623,0,0,0,0,0,0,0,27.78,231.447,94277.965
LUX,Europe,Luxembourg,2020,Aug,0,12665.022,-111.825,0,0,0,0,0,0,0,25.93,231.447,94277.965
LUX,Europe,Luxembourg,2020,Sep,0,13593.173,3009.699,0,0,0,0,0,0,0,47.22,231.447,94277.965
LUX,Europe,Luxembourg,2020,Oct,0,27371.656,13778.485,0,0,0,0,0,0,0,47.22,231.447,94277.965
LUX,Europe,Luxembourg,2020,Nov,0,55398.29,28026.634,0,0,0,0,0,0,0,56.48,231.447,94277.965
LUX,Europe,Luxembourg,2020,Dec,0,74148.21,18749.921,0,0,0,0.19,0.19,0.19,0,76.85,231.447,94277.965
LUX,Europe,Luxembourg,2021,Feb,0,88038.519,7543.42,0,0,18877,6.04,4.33,6.04,0.001,57.41,231.447,94277.965
LUX,Europe,Luxembourg,2021,Mar,0,98473.424,10434.904,0,0,37306,15.28,11.69,15.28,0.002,61.11,231.447,94277.965
LUX,Europe,Luxembourg,2021,Apr,0,104067.888,5594.465,0,0,39853,24.51,17.64,24.51,0.002,53.7,231.447,94277.965
LUX,Europe,Luxembourg,2021,Jan,0,80495.099,6346.89,0,0,7251,1.99,1.72,1.99,0,80.56,231.447,94277.965
MAC,Asia,Macao,2021,Feb,0,0,0,0,0,3293,2.22,0,2.22,0,23.15,20546.766,104861.851
MAC,Asia,Macao,2021,Mar,0,0,0,0,0,36591,7.86,0,7.86,0.001,23.15,20546.766,104861.851
MAC,Asia,Macao,2021,Apr,0,0,0,0,0,30876,12.61,8.11,12.61,0.001,23.15,20546.766,104861.851
MDG,Africa,Madagascar,2020,Mar,0,2.058,2.057,0,0,0,0,0,0,0,22.22,43.951,1416.44
MDG,Africa,Madagascar,2020,Apr,0,4.622,2.562,0,0,0,0,0,0,0,91.67,43.951,1416.44
MDG,Africa,Madagascar,2020,May,0,27.843,23.22,0,0,0,0,0,0,0,67.59,43.951,1416.44
MDG,Africa,Madagascar,2020,Jun,0,79.954,52.111,0,0,0,0,0,0,0,70.37,43.951,1416.44
MDG,Africa,Madagascar,2020,Jul,0,392.474,312.524,0,0,0,0,0,0,0,68.98,43.951,1416.44
MDG,Africa,Madagascar,2020,Aug,0,536.744,144.272,0,0,0,0,0,0,0,68.98,43.951,1416.44
MDG,Africa,Madagascar,2020,Sep,0,592.539,55.793,0,0,0,0,0,0,0,60.19,43.951,1416.44
MDG,Africa,Madagascar,2020,Oct,0,617.926,25.385,0,0,0,0,0,0,0,50,43.951,1416.44
MDG,Africa,Madagascar,2020,Nov,0,626.232,8.306,0,0,0,0,0,0,0,37.04,43.951,1416.44
MDG,Africa,Madagascar,2020,Dec,0,639.702,13.47,0,0,0,0,0,0,0,37.04,43.951,1416.44
MDG,Africa,Madagascar,2021,Feb,0,716.153,27.662,0,0,0,0,0,0,0,37.04,43.951,1416.44
MDG,Africa,Madagascar,2021,Mar,0,882.091,165.937,0,0,0,0,0,0,0,37.04,43.951,1416.44
MDG,Africa,Madagascar,2021,Apr,0,1184.427,302.336,0,0,0,0,0,0,0,34.26,43.951,1416.44
MDG,Africa,Madagascar,2021,Jan,0,688.49,48.788,0,0,0,0,0,0,0,37.04,43.951,1416.44
MWI,Africa,Malawi,2020,Mar,0,0,0,0,0,0,0,0,0,0,52.78,197.519,1095.042
MWI,Africa,Malawi,2020,Apr,0,1.934,1.933,0,0,0,0,0,0,0,52.78,197.519,1095.042
MWI,Africa,Malawi,2020,May,0,14.846,12.912,0,0,0,0,0,0,0,60.19,197.519,1095.042
MWI,Africa,Malawi,2020,Jun,0,63.983,49.136,0,0,0,0,0,0,0,60.19,197.519,1095.042
MWI,Africa,Malawi,2020,Jul,0,213.174,149.189,0,0,0,0,0,0,0,60.19,197.519,1095.042
MWI,Africa,Malawi,2020,Aug,0,290.957,77.782,0,0,0,0,0,0,0,60.19,197.519,1095.042
MWI,Africa,Malawi,2020,Sep,0,301.778,10.824,0,0,0,0,0,0,0,59.26,197.519,1095.042
MWI,Africa,Malawi,2020,Oct,0,309.985,8.21,0,0,0,0,0,0,0,54.63,197.519,1095.042
MWI,Africa,Malawi,2020,Nov,0,315.108,5.126,0,0,0,0,0,0,0,50.93,197.519,1095.042
MWI,Africa,Malawi,2020,Dec,0,344.12,29.013,0,0,0,0,0,0,0,50.93,197.519,1095.042
MWI,Africa,Malawi,2021,Feb,0,1669.894,417.252,0,0,0,0,0,0,0,51.85,197.519,1095.042
MWI,Africa,Malawi,2021,Mar,0,1753.846,83.953,0,0,72673,0.7,0.7,0.7,0,40.74,197.519,1095.042
MWI,Africa,Malawi,2021,Apr,0,1775.174,21.327,0,0,72788,1.31,1.31,1.31,0,48.15,197.519,1095.042
MWI,Africa,Malawi,2021,Jan,0,1252.643,908.523,0,0,0,0,0,0,0,48.15,197.519,1095.042
MYS,Asia,Malaysia,2020,Feb,0,0.772,0.527,0,0,0,0,0,0,0,19.44,96.254,26808.164
MYS,Asia,Malaysia,2020,Mar,0,85.46,84.69,0,0,0,0,0,0,0,19.44,96.254,26808.164
MYS,Asia,Malaysia,2020,Apr,0,185.442,99.979,0,0,0,0,0,0,0,73.15,96.254,26808.164
MYS,Asia,Malaysia,2020,May,0,241.581,56.137,0,0,0,0,0,0,0,73.15,96.254,26808.164
MYS,Asia,Malaysia,2020,Jun,0,266.916,25.335,0,0,0,0,0,0,0,75,96.254,26808.164
MYS,Asia,Malaysia,2020,Jul,0,277.328,10.411,0,0,0,0,0,0,0,50.93,96.254,26808.164
MYS,Asia,Malaysia,2020,Aug,0,288.574,11.243,0,0,0,0,0,0,0,47.22,96.254,26808.164
MYS,Asia,Malaysia,2020,Sep,0,346.784,58.213,0,0,0,0,0,0,0,57.41,96.254,26808.164
MYS,Asia,Malaysia,2020,Oct,0,974.727,627.942,0,0,0,0,0,0,0,54.63,96.254,26808.164
MYS,Asia,Malaysia,2020,Nov,0,2029.815,1055.09,0,0,0,0,0,0,0,64.81,96.254,26808.164
MYS,Asia,Malaysia,2020,Dec,0,3491.627,1461.813,0,0,0,0,0,0,0,80.09,96.254,26808.164
MYS,Asia,Malaysia,2020,Jan,0,0.247,0.248,0,0,0,0,0,0,0,11.11,96.254,26808.164
MYS,Asia,Malaysia,2021,Feb,0,9292.221,2650.712,0,0,0,0.01,0.01,0.01,0,77.31,96.254,26808.164
MYS,Asia,Malaysia,2021,Mar,0,10674.783,1382.562,0,0,672951,2.16,1.49,2.16,0,73.61,96.254,26808.164
MYS,Asia,Malaysia,2021,Apr,0,11652.105,977.321,0,0,427193,3.48,2.12,3.48,0,68.06,96.254,26808.164
MYS,Asia,Malaysia,2021,Jan,0,6641.507,3149.879,0,0,0,0,0,0,0,67.13,96.254,26808.164
MDV,Asia,Maldives,2020,Mar,0,33.3,33.3,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2020,Apr,0,865.798,832.499,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2020,May,0,3280.041,2414.249,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2020,Jun,0,4367.838,1087.8,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2020,Jul,0,7017.031,2649.198,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2020,Aug,0,14437.361,7420.325,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2020,Sep,0,19038.299,4600.945,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2020,Oct,0,21569.092,2530.8,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2020,Nov,0,24070.285,2501.198,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2020,Dec,0,25450.381,1380.1,0,0,0,0,0,0,0,0,1454.433,15183.616
MDV,Asia,Maldives,2021,Feb,0,36616.951,7311.174,0,0,110535,20.61,20.61,20.61,0.002,0,1454.433,15183.616
MDV,Asia,Maldives,2021,Mar,0,44546.03,7929.074,0,0,126301,43.98,43.98,43.98,0.004,0,1454.433,15183.616
MDV,Asia,Maldives,2021,Apr,0,49034.118,4488.088,0,0,55648,57.97,51.44,57.97,0.006,0,1454.433,15183.616
MDV,Asia,Maldives,2021,Jan,0,29305.771,3855.392,0,0,0,0,0,0,0,0,1454.433,15183.616
MLI,Africa,Mali,2020,Mar,0,1.383,1.384,0,0,0,0,0,0,0,75,15.196,2014.306
MLI,Africa,Mali,2020,Apr,0,24.197,22.814,0,0,0,0,0,0,0,75,15.196,2014.306
MLI,Africa,Mali,2020,May,0,62.467,38.27,0,0,0,0,0,0,0,69.44,15.196,2014.306
MLI,Africa,Mali,2020,Jun,0,107.699,45.232,0,0,0,0,0,0,0,56.48,15.196,2014.306
MLI,Africa,Mali,2020,Jul,0,125.18,17.48,0,0,0,0,0,0,0,52.78,15.196,2014.306
MLI,Africa,Mali,2020,Aug,0,137.081,11.9,0,0,0,0,0,0,0,47.22,15.196,2014.306
MLI,Africa,Mali,2020,Sep,0,153.969,16.89,0,0,0,0,0,0,0,47.22,15.196,2014.306
MLI,Africa,Mali,2020,Oct,0,175.499,21.531,0,0,0,0,0,0,0,43.52,15.196,2014.306
MLI,Africa,Mali,2020,Nov,0,232.583,57.084,0,0,0,0,0,0,0,37.96,15.196,2014.306
MLI,Africa,Mali,2020,Dec,0,350.109,117.525,0,0,0,0,0,0,0,37.96,15.196,2014.306
MLI,Africa,Mali,2021,Feb,0,413.613,14.074,0,0,0,0,0,0,0,44.44,15.196,2014.306
MLI,Africa,Mali,2021,Mar,0,495.881,82.268,0,0,0,0,0,0,0,44.44,15.196,2014.306
MLI,Africa,Mali,2021,Apr,0,649.109,153.229,0,0,0,0.13,0.13,0.13,0,48.15,15.196,2014.306
MLI,Africa,Mali,2021,Jan,0,399.539,49.43,0,0,0,0,0,0,0,51.85,15.196,2014.306
MLT,Europe,Malta,2020,Feb,0,0,0,0,0,0,0,0,0,0,5.56,1454.037,36513.323
MLT,Europe,Malta,2020,Mar,0,382.752,382.751,0,0,0,0,0,0,0,11.11,1454.037,36513.323
MLT,Europe,Malta,2020,Apr,0,1053.135,670.382,0,0,0,0,0,0,0,81.48,1454.037,36513.323
MLT,Europe,Malta,2020,May,0,1399.65,346.517,0,0,0,0,0,0,0,87.04,1454.037,36513.323
MLT,Europe,Malta,2020,Jun,0,1517.42,117.772,0,0,0,0,0,0,0,83.33,1454.037,36513.323
MLT,Europe,Malta,2020,Jul,0,1866.2,348.783,0,0,0,0,0,0,0,37.04,1454.037,36513.323
MLT,Europe,Malta,2020,Aug,0,4264.629,2398.429,0,0,0,0,0,0,0,37.04,1454.037,36513.323
MLT,Europe,Malta,2020,Sep,0,6925.776,2661.147,0,0,0,0,0,0,0,42.59,1454.037,36513.323
MLT,Europe,Malta,2020,Oct,0,13683.955,6758.178,0,0,0,0,0,0,0,45.37,1454.037,36513.323
MLT,Europe,Malta,2020,Nov,0,22360.426,8676.468,0,0,0,0,0,0,0,52.78,1454.037,36513.323
MLT,Europe,Malta,2020,Dec,0,28930.627,6570.199,0,0,0,0,0,0,0,52.78,1454.037,36513.323
MLT,Europe,Malta,2021,Feb,0,50917.36,10370.546,0,0,51865,18.03,11.68,18.03,0.002,52.78,1454.037,36513.323
MLT,Europe,Malta,2021,Mar,0,65754.101,14836.743,0,0,117759,44.7,32.34,44.7,0.004,52.78,1454.037,36513.323
MLT,Europe,Malta,2021,Apr,0,68003.053,2248.952,0,0,77258,62.2,43.14,62.2,0.006,75,1454.037,36513.323
MLT,Europe,Malta,2021,Jan,0,40546.815,11616.186,0,0,16054,6.29,5.39,6.29,0.001,52.78,1454.037,36513.323
MHL,Oceania,Marshall Islands,2020,Oct,0,33.787,33.787,0,0,0,0,0,0,0,0,295.15,3819.202
MHL,Oceania,Marshall Islands,2020,Nov,0,67.574,33.787,0,0,0,0,0,0,0,0,295.15,3819.202
MHL,Oceania,Marshall Islands,2020,Dec,0,67.574,0,0,0,0,0,0,0,0,0,295.15,3819.202
MHL,Oceania,Marshall Islands,2021,Feb,0,67.574,0,0,0,0,0,0,0,0,0,295.15,3819.202
MHL,Oceania,Marshall Islands,2021,Mar,0,67.574,0,0,0,0,0,0,0,0,0,295.15,3819.202
MHL,Oceania,Marshall Islands,2021,Apr,0,67.574,0,0,0,0,0,0,0,0,0,295.15,3819.202
MHL,Oceania,Marshall Islands,2021,Jan,0,67.574,0,0,0,0,0,0,0,0,0,295.15,3819.202
MRT,Africa,Mauritania,2020,Mar,0,1.29,1.29,0,0,0,0,0,0,0,16.67,4.289,3597.633
MRT,Africa,Mauritania,2020,Apr,0,1.721,0.43,0,0,0,0,0,0,0,77.78,4.289,3597.633
MRT,Africa,Mauritania,2020,May,0,113.987,112.266,0,0,0,0,0,0,0,77.78,4.289,3597.633
MRT,Africa,Mauritania,2020,Jun,0,938.348,824.363,0,0,0,0,0,0,0,77.78,4.289,3597.633
MRT,Africa,Mauritania,2020,Jul,0,1357.088,418.74,0,0,0,0,0,0,0,74.07,4.289,3597.633
MRT,Africa,Mauritania,2020,Aug,0,1515.81,158.723,0,0,0,0,0,0,0,33.33,4.289,3597.633
MRT,Africa,Mauritania,2020,Sep,0,1613.451,97.643,0,0,0,0,0,0,0,29.63,4.289,3597.633
MRT,Africa,Mauritania,2020,Oct,0,1656.68,43.226,0,0,0,0,0,0,0,21.3,4.289,3597.633
MRT,Africa,Mauritania,2020,Nov,0,1849.813,193.131,0,0,0,0,0,0,0,21.3,4.289,3597.633
MRT,Africa,Mauritania,2020,Dec,0,3089.258,1239.445,0,0,0,0,0,0,0,21.3,4.289,3597.633
MRT,Africa,Mauritania,2021,Feb,0,3700.701,123.021,0,0,0,0,0,0,0,50.93,4.289,3597.633
MRT,Africa,Mauritania,2021,Mar,0,3838.345,137.644,0,0,0,0,0,0,0,48.15,4.289,3597.633
MRT,Africa,Mauritania,2021,Apr,0,3901.791,63.445,0,0,0,0.06,0.06,0.06,0,33.33,4.289,3597.633
MRT,Africa,Mauritania,2021,Jan,0,3577.681,488.426,0,0,0,0,0,0,0,59.26,4.289,3597.633
MUS,Africa,Mauritius,2020,Mar,0,112.442,112.442,0,0,0,0,0,0,0,5.56,622.962,20292.745
MUS,Africa,Mauritius,2020,Apr,0,262.627,148.612,0,0,0,0,0,0,0,82.41,622.962,20292.745
MUS,Africa,Mauritius,2020,May,0,263.413,2.359,0,0,0,0,0,0,0,82.41,622.962,20292.745
MUS,Africa,Mauritius,2020,Jun,0,268.131,4.718,0,0,0,0,0,0,0,65.74,622.962,20292.745
MUS,Africa,Mauritius,2020,Jul,0,270.49,2.358,0,0,0,0,0,0,0,22.22,622.962,20292.745
MUS,Africa,Mauritius,2020,Aug,0,279.925,9.434,0,0,0,0,0,0,0,16.67,622.962,20292.745
MUS,Africa,Mauritius,2020,Sep,0,299.583,19.657,0,0,0,0,0,0,0,22.22,622.962,20292.745
MUS,Africa,Mauritius,2020,Oct,0,346.762,47.179,0,0,0,0,0,0,0,16.67,622.962,20292.745
MUS,Africa,Mauritius,2020,Nov,0,396.299,49.538,0,0,0,0,0,0,0,16.67,622.962,20292.745
MUS,Africa,Mauritius,2020,Dec,0,414.384,18.084,0,0,0,0,0,0,0,16.67,622.962,20292.745
MUS,Africa,Mauritius,2021,Feb,0,479.648,32.238,0,0,0,0.3,0.3,0.3,0,19.44,622.962,20292.745
MUS,Africa,Mauritius,2021,Mar,0,808.324,328.678,0,0,0,9.23,9.23,9.23,0.001,19.44,622.962,20292.745
MUS,Africa,Mauritius,2021,Apr,0,945.928,137.603,0,0,0,0,0,0,0,96.3,622.962,20292.745
MUS,Africa,Mauritius,2021,Jan,0,447.409,33.024,0,0,0,0,0,0,0,16.67,622.962,20292.745
MEX,North America,Mexico,2020,Feb,0,0.031,0.031,0,0,0,0,0,0,0,0,66.444,17336.469
MEX,North America,Mexico,2020,Mar,0,9.424,9.393,0,0,0,0,0,0,0,2.78,66.444,17336.469
MEX,North America,Mexico,2020,Apr,0,149.101,139.678,0,0,0,0,0,0,0,82.41,66.444,17336.469
MEX,North America,Mexico,2020,May,0,703.188,554.091,0,0,0,0,0,0,0,82.41,66.444,17336.469
MEX,North America,Mexico,2020,Jun,0,1753.542,1050.353,0,0,0,0,0,0,0,72.69,66.444,17336.469
MEX,North America,Mexico,2020,Jul,0,3293.477,1539.934,0,0,0,0,0,0,0,70.83,66.444,17336.469
MEX,North America,Mexico,2020,Aug,0,4650.176,1356.7,0,0,0,0,0,0,0,70.83,66.444,17336.469
MEX,North America,Mexico,2020,Sep,0,5764.369,1114.191,0,0,0,0,0,0,0,74.54,66.444,17336.469
MEX,North America,Mexico,2020,Oct,0,7173.988,1409.619,0,0,0,0,0,0,0,73.61,66.444,17336.469
MEX,North America,Mexico,2020,Nov,0,8636.619,1462.631,0,0,0,0,0,0,0,71.76,66.444,17336.469
MEX,North America,Mexico,2020,Dec,0,11060.758,2424.139,0,0,18174,0.02,0.02,0.02,0,71.76,66.444,17336.469
MEX,North America,Mexico,2020,Jan,0,0,0,0,0,0,0,0,0,0,0,66.444,17336.469
MEX,North America,Mexico,2021,Feb,0,16186.252,1727.087,0,0,1758399,1.9,1.47,1.9,0,71.76,66.444,17336.469
MEX,North America,Mexico,2021,Mar,0,17364.765,1178.515,0,0,5395958,6.09,5.36,6.09,0.001,60.65,66.444,17336.469
MEX,North America,Mexico,2021,Apr,0,17892.35,527.587,0,0,5596384,11.05,8.68,11.05,0.001,47.22,66.444,17336.469
MEX,North America,Mexico,2021,Jan,0,14459.165,3398.407,0,0,629367,0.52,0.49,0.52,0,71.76,66.444,17336.469
FSM,Oceania,Micronesia (country),2021,Feb,0,8.694,0,0,0,0,0,0,0,0,0,150.777,3299.464
FSM,Oceania,Micronesia (country),2021,Mar,0,8.694,0,0,0,0,0,0,0,0,0,150.777,3299.464
FSM,Oceania,Micronesia (country),2021,Apr,0,8.694,0,0,0,0,0,0,0,0,0,150.777,3299.464
FSM,Oceania,Micronesia (country),2021,Jan,0,8.694,8.694,0,0,0,0,0,0,0,0,150.777,3299.464
MDA,Europe,Moldova,2020,Mar,0,87.507,87.507,0,0,0,0,0,0,0,11.11,123.655,5189.972
MDA,Europe,Moldova,2020,Apr,0,966.048,878.539,0,0,0,0,0,0,0,87.04,123.655,5189.972
MDA,Europe,Moldova,2020,May,0,2045.383,1079.336,0,0,0,0,0,0,0,84.26,123.655,5189.972
MDA,Europe,Moldova,2020,Jun,0,4118.283,2072.9,0,0,0,0,0,0,0,80.56,123.655,5189.972
MDA,Europe,Moldova,2020,Jul,0,6131.192,2012.909,0,0,0,0,0,0,0,80.56,123.655,5189.972
MDA,Europe,Moldova,2020,Aug,0,9152.29,3021.096,0,0,0,0,0,0,0,57.41,123.655,5189.972
MDA,Europe,Moldova,2020,Sep,0,13148.856,3996.565,0,0,0,0,0,0,0,57.41,123.655,5189.972
MDA,Europe,Moldova,2020,Oct,0,18849.95,5701.098,0,0,0,0,0,0,0,42.59,123.655,5189.972
MDA,Europe,Moldova,2020,Nov,0,26615.019,7765.07,0,0,0,0,0,0,0,48.15,123.655,5189.972
MDA,Europe,Moldova,2020,Dec,0,35899.685,9284.666,0,0,0,0,0,0,0,57.41,123.655,5189.972
MDA,Europe,Moldova,2021,Feb,0,45972.906,6358.265,0,0,0,0,0,0,0,57.41,123.655,5189.972
MDA,Europe,Moldova,2021,Mar,0,57075.635,11102.73,0,0,21052,1,1,1,0,69.44,123.655,5189.972
MDA,Europe,Moldova,2021,Apr,0,61041.214,3965.578,0,0,32730,2.32,2.07,2.32,0,65.74,123.655,5189.972
MDA,Europe,Moldova,2021,Jan,0,39614.642,3714.957,0,0,0,0,0,0,0,57.41,123.655,5189.972
MCO,Europe,Monaco,2020,Feb,0,25.482,25.482,0,0,0,0,0,0,0,18.52,19347.5,0
MCO,Europe,Monaco,2020,Mar,0,1325.043,1299.561,0,0,0,0,0,0,0,18.52,19347.5,0
MCO,Europe,Monaco,2020,Apr,0,2420.752,1095.709,0,0,0,0,0,0,0,87.96,19347.5,0
MCO,Europe,Monaco,2020,May,0,2522.679,101.928,0,0,0,0,0,0,0,87.96,19347.5,0
MCO,Europe,Monaco,2020,Jun,0,2624.605,101.928,0,0,0,0,0,0,0,65.74,19347.5,0
MCO,Europe,Monaco,2020,Jul,0,3057.792,433.188,0,0,0,0,0,0,0,65.74,19347.5,0
MCO,Europe,Monaco,2020,Aug,0,3924.167,866.374,0,0,0,0,0,0,0,65.74,19347.5,0
MCO,Europe,Monaco,2020,Sep,0,5554.989,1630.824,0,0,0,0,0,0,0,65.74,19347.5,0
MCO,Europe,Monaco,2020,Oct,0,9147.895,3592.906,0,0,0,0,0,0,0,62.04,19347.5,0
MCO,Europe,Monaco,2020,Nov,0,15518.296,6370.399,0,0,0,0,0,0,0,51.85,19347.5,0
MCO,Europe,Monaco,2020,Dec,0,22296.402,6778.105,0,0,0,0,0,0,0,51.85,19347.5,0
MCO,Europe,Monaco,2021,Feb,0,49842.014,11899.906,0,0,0,0,0,0,0,51.85,19347.5,0
MCO,Europe,Monaco,2021,Mar,0,58301.906,8459.892,0,0,0,46.07,24.84,46.07,0.005,57.41,19347.5,0
MCO,Europe,Monaco,2021,Apr,0,61257.772,2955.867,0,0,0,58.49,30.82,58.49,0.006,54.63,19347.5,0
MCO,Europe,Monaco,2021,Jan,0,37942.106,15645.702,0,0,0,6.12,0,6.12,0.001,51.85,19347.5,0
MNG,Asia,Mongolia,2020,Mar,0,3.66,3.66,0,0,0,0,0,0,0,57.41,1.98,11840.846
MNG,Asia,Mongolia,2020,Apr,0,11.591,7.93,0,0,0,0,0,0,0,62.96,1.98,11840.846
MNG,Asia,Mongolia,2020,May,0,54.602,43.009,0,0,0,0,0,0,0,74.07,1.98,11840.846
MNG,Asia,Mongolia,2020,Jun,0,67.108,12.505,0,0,0,0,0,0,0,71.3,1.98,11840.846
MNG,Asia,Mongolia,2020,Jul,0,88.766,21.657,0,0,0,0,0,0,0,71.3,1.98,11840.846
MNG,Asia,Mongolia,2020,Aug,0,92.731,3.965,0,0,0,0,0,0,0,60.19,1.98,11840.846
MNG,Asia,Mongolia,2020,Sep,0,95.477,2.745,0,0,0,0,0,0,0,56.48,1.98,11840.846
MNG,Asia,Mongolia,2020,Oct,0,105.543,10.065,0,0,0,0,0,0,0,42.59,1.98,11840.846
MNG,Asia,Mongolia,2020,Nov,0,244.335,138.79,0,0,0,0,0,0,0,35.19,1.98,11840.846
MNG,Asia,Mongolia,2020,Dec,0,372.145,127.805,0,0,0,0,0,0,0,85.19,1.98,11840.846
MNG,Asia,Mongolia,2021,Feb,0,900.469,347.131,0,0,3696,0.21,0,0.21,0,73.61,1.98,11840.846
MNG,Asia,Mongolia,2021,Mar,0,2696.831,1796.364,0,0,243134,9.16,0,9.16,0.001,68.06,1.98,11840.846
MNG,Asia,Mongolia,2021,Apr,0,7380.368,4683.537,0,0,199611,19.35,0,19.35,0.002,71.76,1.98,11840.846
MNG,Asia,Mongolia,2021,Jan,0,553.337,181.19,0,0,0,0,0,0,0,75.46,1.98,11840.846
